421	-421	{-0.8369246986886381, 0.057244869891789986, -69.5286180838793, -0.28358871301257577, 0.07042811523638362, -13.541487072652837}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{5.150254309291667, -2.3276523793173003, 18.285850411532454, 1.7045517922028934, -0.1273424946902669, 7.409514267379272}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{0.727680867514467, 0.16460425718851457, 17.107669648342885, 1.5150908077516274, -0.249026395404932, 6.917421952845443}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{-4.252816126793013, -0.8910033986920047, -170.45479620260247, -1.1256924332054772, 0.14798852153419934, -28.50911887161879}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{0.9528494557565219, 0.22894532929765693, 40.66054423050121, 0.3928832593774068, 0.03252483436891904, 8.409636458726597}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{0.4613918114976756, 1.1632783758847247, -26.038836145467958, 0.026663147323981208, 1.4416848078590316, -6.66201020983627}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{-3.902320073730218, 5.234669264459583, -5.832134277019659, -2.6523226753337723, 1.5251863532883785, -5.641436389859666}	{-0.2645902952849749, -1.885280217879586, -5.2153066521141, -0.3097072498163634, 0.021902230631235264, -0.9458781209597596}
421	-421	{0.887480307376358, 2.140517704098643, -3.1363787611003358, 0.012059179549165092, 0.04070268503869828, -0.4681133427613839}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{0.7209670787113108, 2.5025878264457955, 3.7673160598227278, 0.1717773007573873, 0.7140655207968092, 1.9203127114892218}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{-0.22876819495944234, -7.7435194339980855, 114.05959989212619, -0.43124001030578674, -1.3911285475298447, 21.825401488964577}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{1.3416795364832916, 1.4978057384626604, -161.94955236636116, 0.7709284758383509, -0.5885755025092828, -41.916486256167374}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{-0.8369246986886381, 0.057244869891789986, -69.5286180838793, -0.28358871301257577, 0.07042811523638362, -13.541487072652837}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{5.150254309291667, -2.3276523793173003, 18.285850411532454, 1.7045517922028934, -0.1273424946902669, 7.409514267379272}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{0.727680867514467, 0.16460425718851457, 17.107669648342885, 1.5150908077516274, -0.249026395404932, 6.917421952845443}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{-4.252816126793013, -0.8910033986920047, -170.45479620260247, -1.1256924332054772, 0.14798852153419934, -28.50911887161879}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{0.9528494557565219, 0.22894532929765693, 40.66054423050121, 0.3928832593774068, 0.03252483436891904, 8.409636458726597}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{0.4613918114976756, 1.1632783758847247, -26.038836145467958, 0.026663147323981208, 1.4416848078590316, -6.66201020983627}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
421	-421	{-3.902320073730218, 5.234669264459583, -5.832134277019659, -2.6523226753337723, 1.5251863532883785, -5.641436389859666}	{0.3785848906037783, 1.9531234764059775, -186.38197269753573, -1.059449561879092, 5.658153499878005, -190.82504327332362}
